Tail,Day,Month,Flight ID,Mach Indicated,Mach True,Pressure Altitude Indicated (ft),Pressure Altitude True (ft),Gross Weight Indicated (lb),Gross Weight Indicated (kg),Gross Weight True (lb),Gross Weight Effective (lb),W/delta Effective,Payload Weight (lb),Fuel Weight (lb),AoA True (deg),AoA Indicated (deg),True Track (deg),Latitude (deg),OAT (K),T Standard Day (K),ISA Deviation (deg C),theta,theta total,delta,delta total,KTAS,q (psf),g Effective (ft/sec^2),CL,CD Polar,Delta CD Reynolds,CD,L/D,Mach(L/D),FF Factor Eng 1,FF Factor Eng 2,Climb Rate (ft/min),Accel (knots/min),Excess Thrust Climb (lb),Excess Thrust Accel (lb),Excess Thrust Total (lb),Fnet Total (lb),Fnet Eng 1 (lb),Fnet Eng 2 (lb),Fnet Cor Eng 1 (lb),Fnet Cor Eng 2 (lb),Fnet Cor Total (lb),FHV ratio,FHV (BTU/lb),Wfdot Base Eng 1 (lb/hr),Wfdot Base Eng 2 (lb/hr),Fuel Flow Engine #1 (kg/hr),Fuel Flow Engine #2 (kg/hr),Wfdot Total (lb/hr),Wfdot Eng 1 (lb/hr),Wfdot Eng 2 (lb/hr),Wfdot Cor Total (lb/hr),Corrected Fuel Flow Engine #1 (lb/hr),Corrected Fuel Flow Engine #2 (lb/hr),Corrected Fuel Flow Engine #1 (kg/hr),Corrected Fuel Flow Engine #2 (kg/hr),Corrected N1 Engine #1 (%),Corrected N1 Engine #2 (%),N1 Eng 1 (%),N1 Eng 2 (%),SFC Baseline (1/hr),Specific Range (nm/lb),Specific Range (nm/kg)
1,0,0,1,0.773008919,0.77241656,36987.66778,36994.57687,141266.0644,64077.20895,141063.0405,140484.7715,656931.231,9555.401886,36007.63862,3.250639111,3.268891468,216.5176972,28.36242192,215.8885007,214.8563443,1.032156443,0.74922263,0.838623971,0.213850042,0.317290223,442.2550636,189.0038515,32.04215535,0.554694419,0.032262726,0.000450617,0.033597883,16.50980254,12.75244489,0.999085751,1.013561324,-25.66413336,0.177874897,-80.88902444,21.84793841,-59.04108602,8450.132242,4234.302159,4215.830083,19800.33352,19713.95488,39514.2884,0.998442559,18608.9824,2523.753833,2512.743997,1144.755482,1139.761505,5060.373095,2517.519487,2542.853608,17415.75122,8664.280729,8751.470495,3930.05163,3969.600243,96.05556147,95.91696318,87.96423921,87.83731586,0.596025918,0.087395742,0.192674631
1,0,0,1,0.772943927,0.771357352,37019.55072,37017.46058,140426.9569,63696.59618,140224.3224,139652.9883,653760.3245,9555.401886,35168.92053,3.245809139,3.301483621,216.2314008,29.01090984,215.6290072,214.8110071,0.818000062,0.748322079,0.837371234,0.213614964,0.31661745,441.3830971,188.2786524,32.04295767,0.553534066,0.032168686,0.000457314,0.033510539,16.51820815,12.7414413,1.000766233,1.01403247,3.042442877,-0.384344573,9.54185585,-46.92859345,-37.3867376,8417.101007,4217.750439,4199.350569,19744.63939,19658.50372,39403.14311,0.998442559,18608.9824,2510.654112,2499.701423,1138.813549,1133.845493,5039.495305,2508.664665,2530.830639,17393.74821,8658.62133,8735.126882,3927.48457,3962.186905,95.94793461,95.94680428,87.80002697,87.79899263,0.595259048,0.087584782,0.193091391
1,0,0,1,0.773182516,0.772895554,36990.87608,36985.90378,138817.4105,62966.51825,138666.8812,138110.0135,645557.2874,9555.401886,33611.47929,3.166083342,3.179654327,216.1824564,29.9429079,216.0021849,214.8735274,1.128657513,0.749617161,0.839176553,0.213939206,0.317569475,442.6458167,189.3172382,32.04484188,0.544415159,0.031768953,0.0004478,0.033101293,16.44694562,12.71177116,1.00026518,1.011862706,-4.949368754,-0.496658988,-15.32918542,-59.97220522,-75.30139064,8322.003293,4170.097639,4151.905654,19491.97492,19406.94149,38898.91641,0.998442559,18608.9824,2486.911341,2476.06223,1128.044009,1123.122935,4985.229534,2483.696574,2501.532961,17136.40579,8537.547177,8598.85861,3872.566258,3900.376656,95.58603704,95.53461869,87.56309963,87.51599704,0.596367653,0.088791462,0.195751665
1,0,0,1,0.77338703,0.773422669,36988.06962,36992.21151,135144.3023,61300.42435,134971.4292,134439.0921,628589.1158,9555.401886,29916.02732,3.043308018,3.03842728,216.9718841,30.58774173,215.3331917,214.8610306,0.472161186,0.747295477,0.836699311,0.213874356,0.317635048,442.2612293,189.5180897,32.04715178,0.529383136,0.031057015,0.000446697,0.032388252,16.34491211,12.64152555,1.000162735,1.010958299,3.555290287,-0.232131884,10.69548105,-27.28518595,-16.5897049,8208.544282,4113.244122,4095.30016,19232.05851,19148.15896,38380.21747,0.998442559,18608.9824,2450.039158,2439.350901,1111.319068,1106.470956,4908.862711,2446.621452,2462.241259,16895.37223,8420.805912,8474.566318,3819.613311,3843.998621,95.25963575,95.23286487,87.13519798,87.11071031,0.595646425,0.090094438,0.198624237
1,0,0,2,0.772685234,0.773385349,37011.50607,37021.17232,154546.0225,70100.89663,154307.8103,153153.7763,717089.7496,19802.15948,39005.65082,3.641839176,3.599501517,106.3128626,39.39365238,218.2519473,214.8036534,3.448293923,0.757424769,0.848031692,0.213576859,0.317181773,445.2269935,189.2362086,31.93342595,0.603974597,0.034874064,0.00045048,0.036209084,16.68019533,12.9002187,0.99864153,1.011401399,9.536162312,0.475888968,32.91255146,63.7235406,96.63609207,9278.409637,4649.346168,4629.063469,21768.96033,21673.99359,43442.95392,0.996827804,18639.12696,2788.004814,2775.842187,1264.617711,1259.100836,5573.970072,2775.385311,2798.58476,19083.16338,9501.868624,9581.294754,4309.975108,4346.002195,98.65213101,98.50794745,90.84740205,90.71462538,0.599655245,0.0798761,0.176096658
1,0,0,2,0.772466655,0.772159792,37001.95155,37001.76055,150452.8749,68244.2761,150175.0319,149050.5539,697227.0114,19802.15948,34872.8724,3.528267607,3.500882759,106.1763492,39.30198917,218.6874386,214.842112,3.845326613,0.758936105,0.849436313,0.213776218,0.317102029,444.9647266,188.8130111,31.93313628,0.589110655,0.034028788,0.000452447,0.035365775,16.65764889,12.8623667,1.000034006,1.012254015,-1.829395766,-1.184063497,-6.159498232,-154.303273,-160.4627712,8787.41186,4403.310617,4384.101244,20597.75708,20507.89969,41105.65676,0.996827804,18639.12696,2641.006288,2629.48494,1197.940301,1192.714306,5285.981258,2632.718024,2653.263234,18086.77712,9008.239301,9078.537815,4086.068614,4117.955484,97.12410742,97.00831542,89.51430663,89.40758708,0.599777422,0.084178264,0.185581305
1,0,0,2,0.772019493,0.772656696,36999.87207,36999.465,146182.0597,66307.06689,145909.1951,144813.0906,677330.3179,19802.15948,30607.03559,3.385070717,3.389980836,106.175647,39.08057288,218.0680888,214.8466599,3.221428862,0.756786704,0.84714679,0.213799806,0.317289298,444.6201228,189.0769615,31.93234948,0.571563398,0.033127571,0.000450368,0.03446248,16.58509194,12.81458235,1.000102762,1.012582059,2.285923319,0.90107568,7.462238196,114.0868639,121.5491021,8853.070829,4436.211867,4416.858963,20749.37273,20658.85392,41408.22666,0.996827804,18639.12696,2657.824048,2646.229333,1205.568709,1200.309435,5320.689536,2649.665166,2671.02437,18219.3618,9073.111295,9146.250509,4115.494055,4148.669445,97.27640896,97.17391221,89.53376854,89.43942994,0.599120179,0.08356438,0.184227923
1,0,0,2,0.772444874,0.773344387,37014.4457,37013.19759,146100.8816,66270.24516,145800.1699,144688.3236,677193.5731,19802.15948,30498.01039,3.372939321,3.366302948,106.0391789,38.2071741,217.7894668,214.8194529,2.970013841,0.75581977,0.846225117,0.213658737,0.317290801,444.7314639,189.2887023,31.92869497,0.570432147,0.033092828,0.000449623,0.034426991,16.56932924,12.81379776,1.000193393,1.010888414,3.394226272,0.359498633,11.05515703,45.477573,56.53273002,8788.830915,4404.021695,4384.80922,20612.41096,20522.48964,41134.9006,0.996827804,18639.12696,2638.025302,2626.516958,1196.588149,1191.368052,5276.858541,2630.165526,2646.693015,18079.02539,9011.200313,9067.825079,4087.411706,4113.096268,97.07305452,97.01862804,89.29798338,89.24791619,0.599003703,0.084279588,0.185804686
1,0,0,2,0.772361687,0.773386888,37010.76886,37007.05657,145633.064,66058.04663,145406.7609,144288.0173,675120.6979,19802.15948,30104.60144,3.358242116,3.396908828,106.5911708,37.57041504,217.4468868,214.8316195,2.615267254,0.754630876,0.844903938,0.21372181,0.317397511,444.40597,189.3653931,31.92650497,0.568623565,0.033001661,0.000448696,0.034334897,16.56109696,12.80813523,0.998578654,1.013009383,-0.09281873,0.710679106,-0.301207808,89.65414313,89.35293532,8801.820331,4410.530601,4391.289731,20636.78296,20546.75532,41183.53828,0.996827804,18639.12696,2639.918025,2628.401424,1197.446674,1192.222831,5281.952386,2627.803355,2654.149031,18104.5318,9007.114403,9097.417399,4085.558369,4126.519119,97.15963988,97.03058632,89.30783545,89.18921116,0.598548851,0.084136686,0.185489642
1,0,0,2,0.771673138,0.77106007,37009.70302,37014.14316,141926.6465,64376.84395,141706.559,140611.3451,658141.7523,19802.15948,26404.39948,3.280375624,3.287675928,106.257301,37.21865613,217.3660305,214.8175796,2.548450921,0.754350271,0.844047592,0.213649027,0.316577114,442.9865427,188.1635542,31.92538354,0.557673563,0.032365809,0.000457966,0.033708315,16.54409492,12.75649098,1.000039597,1.013510518,-0.98728175,0.615563453,-3.131252031,75.67627401,72.54502198,8571.731333,4295.234613,4276.49672,20104.16181,20016.45772,40120.61954,0.996827804,18639.12696,2566.560091,2555.363513,1164.172074,1159.093392,5140.191932,2558.519765,2581.672167,17673.24722,8796.821774,8876.425442,3990.171237,4026.278854,96.40372145,96.26147141,88.56808749,88.43739944,0.597536647,0.086180934,0.189996437
1,0,0,2,0.771950416,0.772336794,36991.7932,36994.86959,138377.8146,62767.12089,138138.3436,137061.6103,640932.9511,19802.15948,22836.18412,3.143360704,3.102809052,106.3972441,36.73824843,217.7357092,214.8557644,2.879944858,0.755633209,0.845780874,0.213847034,0.31726131,444.0972031,188.9621589,31.92326468,0.54129771,0.031597118,0.000450941,0.032932599,16.43653192,12.69453837,0.99733928,1.011017906,-4.864567196,0.562965235,-15.02414893,67.46273711,52.43858819,8391.278619,4204.81102,4186.467599,19662.70446,19576.92622,39239.63067,0.996827804,18639.12696,2516.745361,2505.766099,1141.576493,1136.596384,5027.424675,2502.08664,2525.338034,17230.56541,8575.437786,8655.127626,3889.753149,3925.899853,95.82877648,95.84876641,88.13022386,88.14860787,0.59853947,0.088334929,0.194745183
1,0,0,2,0.772691518,0.77268194,36988.83488,36984.17566,137610.4399,62419.04559,137328.4639,136254.6123,636831.8274,19802.15948,22026.30441,3.110270971,3.157106005,106.26158,36.59630415,218.2379693,214.8769512,3.361018103,0.75737626,0.847812648,0.213956976,0.317530292,444.8078061,189.2283214,31.92246085,0.537353741,0.031417061,0.000448351,0.032749952,16.40777163,12.67798882,0.998830642,1.013151612,5.576115605,-0.024274055,17.13074658,-2.891745729,14.23900085,8318.511838,4168.348095,4150.163743,19482.17891,19397.18822,38879.36713,0.996827804,18639.12696,2498.354825,2487.455792,1133.234686,1128.290968,4999.692723,2487.51735,2512.175373,17100.47624,8508.069137,8592.407105,3859.195244,3897.450303,95.5639098,95.47485168,87.99213497,87.91013315,0.599363289,0.088967029,0.196138724
1,0,0,2,0.772323212,0.771999857,37005.31805,37001.78807,135370.1171,61402.85223,135128.5684,134054.1299,627077.7367,19802.15948,19826.40895,3.054422436,3.046464885,106.1654843,35.51746221,218.4311252,214.8420575,3.589067716,0.758046591,0.848403285,0.213775936,0.317052634,444.6117788,188.7345531,31.91822525,0.530058719,0.031042827,0.000453026,0.032380393,16.36974344,12.63743959,1.000623672,1.011986107,5.168829798,-0.767728159,15.6463095,-89.98170531,-74.33539581,8114.805159,4066.272103,4048.533055,19021.18726,18938.20763,37959.39489,0.996827804,18639.12696,2437.176101,2426.543958,1105.484484,1100.661825,4878.799117,2430.960079,2447.839038,16706.3048,8324.25338,8382.051424,3775.817819,3802.034571,95.02959983,94.86670586,87.53063341,87.38059372,0.599363751,0.091131397,0.200910339
